Time / s	
1269.6	0.218889
1270	0.21897
1270.4	0.219013
1270.8	0.219253
1271.2	0.219374
1271.6	0.219507
1272	0.21969
1272.4	0.219829
1272.8	0.220021
1273.2	0.220235
1273.6	0.220512
1274	0.220811
1274.4	0.220672
1274.8	0.221256
1275.2	0.222
1275.6	0.223013
1276	0.224292
1276.4	0.226001
1276.8	0.228467
1277.2	0.231722
1277.6	0.235694
1278	0.240162
1278.4	0.244795
1278.8	0.250229
1279.2	0.255853
1279.6	0.261102
1280	0.265604
1280.4	0.269102
1280.8	0.272284
1281.2	0.274674
1281.6	0.276615
1282	0.277968
1282.4	0.278973
1282.8	0.279565
1283.2	0.280143
1283.6	0.280453
1284	0.28051
1284.4	0.280372
1284.8	0.280198
1285.2	0.279838
1285.6	0.279413
1286	0.278909
1286.4	0.278242
1286.8	0.277581
1287.2	0.276704
1287.6	0.275773
1288	0.274884
1288.4	0.273951
1288.8	0.273014
1289.2	0.271976
1289.6	0.270905
1290	0.269752
1290.4	0.268524
1290.8	0.267308
1291.2	0.266
1291.6	0.264596
1292	0.263186
1292.4	0.261797
1292.8	0.260317
1293.2	0.258838
1293.6	0.257283
1294	0.255706
1294.4	0.254143
1294.8	0.252558
1295.2	0.250971
1295.6	0.249444
1296	0.247902
1296.4	0.246401
1296.8	0.244863
1297.2	0.243429
1297.6	0.242002
1298	0.240667
1298.4	0.239385
1298.8	0.238128
1299.2	0.236957
1299.6	0.235821
1300	0.234729
1300.4	0.233627
1300.8	0.232594
1301.2	0.231634
1301.6	0.230793
1302	0.229999
1302.4	0.229152
1302.8	0.228408
1303.2	0.227704
1303.6	0.226926
1304	0.22642
1304.4	0.225786
1304.8	0.225223
1305.2	0.22474
1305.6	0.224249
1306	0.223774
1306.4	0.223316
1306.8	0.222828
1307.2	0.222499
1307.6	0.222156
1308	0.22174
1308.4	0.221396
1308.8	0.221068
1309.2	0.220701
1309.6	0.220363
1310	0.220199
1310.4	0.219887
1310.8	0.219543
1311.2	0.21934
1311.6	0.219073
1312	0.218791
1312.4	0.218619
1312.8	0.218334
1313.2	0.218209
1313.6	0.218015
1314	0.217791
1314.4	0.217596
1314.8	0.217208
1315.2	0.217127
1315.6	0.216986
1316	0.216927
1316.4	0.216736
1316.8	0.216604
1317.2	0.216424
1317.6	0.216295
1318	0.215881
1318.4	0.215878
1318.8	0.2157
1319.2	0.215701
1319.6	0.215602
1320	0.21549
1320.4	0.215363
1320.8	0.215201
1321.2	0.215057
1321.6	0.215046
1322	0.214963
1322.4	0.214803
1322.8	0.214722
1323.2	0.214659
1323.6	0.214549
1324	0.214533
1324.4	0.214396
1324.8	0.214338
1325.2	0.214261
1325.6	0.214181
1326	0.214159
1326.4	0.214109
1326.8	0.214009
1327.2	0.213908
1327.6	0.213794
1328	0.213755
1328.4	0.213736
1328.8	0.213645
1329.2	0.213563
1329.6	0.213383
1330	0.213332
1330.4	0.213294
1330.8	0.213175
1331.2	0.213102
1331.6	0.213023
1332	0.212936
1332.4	0.212829
1332.8	0.212759
1333.2	0.212645
1333.6	0.212561
1334	0.212497
1334.4	0.212337
1334.8	0.212289
1335.2	0.212232
1335.6	0.212095
1336	0.211988
1336.4	0.211736
1336.8	0.211715
1337.2	0.211742
1337.6	0.211613
1338	0.211558
1338.4	0.21152
1338.8	0.211481
1339.2	0.211393
1339.6	0.211346
1340	0.211264
1340.4	0.211155
1340.8	0.21109
1341.2	0.21101
1341.6	0.210927
1342	0.210884
1342.4	0.210707
1342.8	0.2107
1343.2	0.210512
1343.6	0.210631
1344	0.210493
1344.4	0.210474
1344.8	0.210365
1345.2	0.20998
1345.6	0.20993
1346	0.209885
1346.4	0.209838
1346.8	0.209821
1347.2	0.209696
1347.6	0.20971
1348	0.209575
1348.4	0.20961
1348.8	0.209443
1349.2	0.209416
1349.6	0.209386
1350	0.20941
1350.4	0.209522
1350.8	0.209525
1351.2	0.209502
1351.6	0.209292
1352	0.209405
1352.4	0.20929
1352.8	0.20932
1353.2	0.208972
1353.6	0.209003
1354	0.208938
1354.4	0.208941
1354.8	0.208927
1355.2	0.209022
1355.6	0.208937
1356	0.208679
1356.4	0.208788
1356.8	0.208552
1357.2	0.208485
1357.6	0.20863
1358	0.208552
1358.4	0.208508
1358.8	0.208566
1359.2	0.20838
1359.6	0.208495
1360	0.208588
1360.4	0.208451
1360.8	0.208399
1361.2	0.208274
1361.6	0.208388
1362	0.208177
1362.4	0.208357
1362.8	0.208314
1363.2	0.208213
1363.6	0.208228
1364	0.208129
1364.4	0.20812
1364.8	0.208018
1365.2	0.208049
1365.6	0.207895
1366	0.207723
1366.4	0.207696
1366.8	0.207719
1367.2	0.207816
1367.6	0.207858
1368	0.207834
1368.4	0.207782
1368.8	0.207773
1369.2	0.207709
1369.6	0.207701
1370	0.207665
1370.4	0.207637
1370.8	0.207618
1371.2	0.207555
1371.6	0.207552
1372	0.207513
1372.4	0.207472
1372.8	0.207457
1373.2	0.207439
1373.6	0.207389
1374	0.207348
1374.4	0.207314
1374.8	0.207284
1375.2	0.207244
1375.6	0.207235
1376	0.207201
1376.4	0.207164
1376.8	0.207142
1377.2	0.207072
1377.6	0.207072
1378	0.207024
1378.4	0.207004
1378.8	0.206747
1379.2	0.206832
1379.6	0.206948
1380	0.206903
1380.4	0.206868
1380.8	0.206847
1381.2	0.2068
1381.6	0.206802
1382	0.206788
1382.4	0.206749
1382.8	0.206722
1383.2	0.206662
1383.6	0.206675
1384	0.206656
1384.4	0.206605
1384.8	0.206585
1385.2	0.206565
1385.6	0.20653
1386	0.206465
1386.4	0.20643
1386.8	0.206451
1387.2	0.206402
1387.6	0.206417
1388	0.206253
1388.4	0.206218
1388.8	0.206335
1389.2	0.206277
1389.6	0.206012
1390	0.206145
1390.4	0.205894
1390.8	0.206055
1391.2	0.206058
1391.6	0.206146
1392	0.206057
1392.4	0.206026
1392.8	0.206262
1393.2	0.206575
1393.6	0.206256
1394	0.205988
1394.4	0.20607
1394.8	0.205931
1395.2	0.205667
1395.6	0.205937
1396	0.205973
1396.4	0.205837
1396.8	0.205797
1397.2	0.205781
1397.6	0.205795
1398	0.205766
1398.4	0.205688
1398.8	0.205683
1399.2	0.205834
1399.6	0.205742
1400	0.205741
1400.4	0.205619
1400.8	0.205586
1401.2	0.20555
1401.6	0.205621
1402	0.205515
1402.4	0.205442
1402.8	0.205565
1403.2	0.205308
1403.6	0.205397
1404	0.205522
1404.4	0.205554
1404.8	0.205498
1405.2	0.205598
1405.6	0.205168
1406	0.205128
1406.4	0.205437
1406.8	0.205336
1407.2	0.205288
1407.6	0.205218
1408	0.205158
1408.4	0.204963
1408.8	0.204975
1409.2	0.204983
1409.6	0.204965
1410	0.204895
1410.4	0.204939
1410.8	0.204996
1411.2	0.204925
1411.6	0.20494
1412	0.205166
1412.4	0.204869
1412.8	0.204969
1413.2	0.204924
1413.6	0.204809
1414	0.205108
1414.4	0.20483
1414.8	0.20495
1415.2	0.204966
1415.6	0.204769
1416	0.20504
1416.4	0.204889
1416.8	0.204839
1417.2	0.205101
1417.6	0.20472
1418	0.20488
1418.4	0.205057
1418.8	0.204866
1419.2	0.205099
1419.6	0.204915
1420	0.204992
1420.4	0.205148
1420.8	0.204911
1421.2	0.205258
1421.6	0.205114
1422	0.205138
1422.4	0.205261
1422.8	0.205056
1423.2	0.205301
1423.6	0.205304
1424	0.205342
1424.4	0.205426
1424.8	0.205395
1425.2	0.205557
1425.6	0.205716
1426	0.205672
1426.4	0.205835
1426.8	0.205598
1427.2	0.205686
1427.6	0.206202
1428	0.206199
1428.4	0.206069
1428.8	0.206115
1429.2	0.206244
1429.6	0.206253
1430	0.20638
1430.4	0.206425
1430.8	0.206785
1431.2	0.206738
1431.6	0.206788
1432	0.206734
1432.4	0.206865
1432.8	0.206919
1433.2	0.20724
1433.6	0.207035
1434	0.207102
1434.4	0.207169
1434.8	0.207029
1435.2	0.207255
1435.6	0.206936
1436	0.207166
1436.4	0.207262
1436.8	0.206934
1437.2	0.207113
1437.6	0.207047
1438	0.206889
1438.4	0.207031
1438.8	0.206824
1439.2	0.206887
1439.6	0.206776
1440	0.206639
1440.4	0.206925
1440.8	0.206479
1441.2	0.206442
1441.6	0.206684
1442	0.206356
1442.4	0.206577
1442.8	0.206372
1443.2	0.206164
1443.6	0.206295
1444	0.206109
1444.4	0.20588
1444.8	0.206156
1445.2	0.206295
1445.6	0.205836
1446	0.205903
1446.4	0.205664
1446.8	0.205754
1447.2	0.205559
1447.6	0.205508
1448	0.205501
1448.4	0.2054
1448.8	0.205378
1449.2	0.205377
1449.6	0.205348
1450	0.205418
1450.4	0.205628
1450.8	0.206473
1451.2	0.205967
1451.6	0.205447
1452	0.205348
1452.4	0.205277
1452.8	0.205207
1453.2	0.205006
1453.6	0.205293
1454	0.204925
1454.4	0.205048
1454.8	0.205073
1455.2	0.204877
1455.6	0.205144
1456	0.204748
1456.4	0.204928
1456.8	0.204843
1457.2	0.204747
1457.6	0.205083
1458	0.204772
1458.4	0.204801
1458.8	0.204939
1459.2	0.204672
1459.6	0.204871
1460	0.204794
1460.4	0.204742
1460.8	0.204984
1461.2	0.204644
1461.6	0.204826
1462	0.204857
1462.4	0.204614
1462.8	0.204884
1463.2	0.204721
1463.6	0.204696
1464	0.204894
1464.4	0.204565
1464.8	0.20477
1465.2	0.204766
1465.6	0.20458
1466	0.2049
1466.4	0.204857
1466.8	0.204888
1467.2	0.204848
1467.6	0.204861
1468	0.204834
1468.4	0.204829
1468.8	0.20485
1469.2	0.204764
1469.6	0.204856
1470	0.20485
1470.4	0.20483
1470.8	0.204738
1471.2	0.204792
1471.6	0.204711
1472	0.204812
1472.4	0.204856
1472.8	0.204893
1473.2	0.204914
1473.6	0.204973
1474	0.205043
1474.4	0.205125
1474.8	0.205263
1475.2	0.205437
1475.6	0.205669
1476	0.20597
1476.4	0.206361
1476.8	0.206963
1477.2	0.207713
1477.6	0.208733
1478	0.210008
1478.4	0.211621
1478.8	0.213688
1479.2	0.216192
1479.6	0.219186
1480	0.2224
1480.4	0.225381
1480.8	0.228815
1481.2	0.23187
1481.6	0.234846
1482	0.23802
1482.4	0.241064
1482.8	0.243829
1483.2	0.246217
1483.6	0.248289
1484	0.249999
1484.4	0.251416
1484.8	0.252642
1485.2	0.253609
1485.6	0.254334
1486	0.254967
1486.4	0.255477
1486.8	0.255851
1487.2	0.256099
1487.6	0.256288
1488	0.256387
1488.4	0.256392
1488.8	0.256391
1489.2	0.256294
1489.6	0.256153
1490	0.255965
1490.4	0.2556
1490.8	0.255245
1491.2	0.254914
1491.6	0.254508
1492	0.254122
1492.4	0.253991
1492.8	0.253537
1493.2	0.253195
1493.6	0.252863
1494	0.252423
1494.4	0.251728
1494.8	0.251062
1495.2	0.250577
1495.6	0.250198
1496	0.249593
1496.4	0.249051
1496.8	0.248598
1497.2	0.248148
1497.6	0.247398
1498	0.246665
1498.4	0.246137
1498.8	0.245588
1499.2	0.244845
1499.6	0.244133
1500	0.24336
1500.4	0.242503
1500.8	0.241689
1501.2	0.241019
1501.6	0.240264
1502	0.240216
1502.4	0.239231
1502.8	0.238577
1503.2	0.237583
1503.6	0.236704
1504	0.235905
1504.4	0.235055
1504.8	0.234627
1505.2	0.233527
1505.6	0.232975
1506	0.232133
1506.4	0.231181
1506.8	0.23069
1507.2	0.229518
1507.6	0.228963
1508	0.228337
1508.4	0.227248
1508.8	0.22649
1509.2	0.225812
1509.6	0.225073
1510	0.224498
1510.4	0.223499
1510.8	0.22303
1511.2	0.22235
1511.6	0.221467
1512	0.221158
1512.4	0.220219
1512.8	0.219563
1513.2	0.218751
1513.6	0.218073
1514	0.217951
1514.4	0.217028
1514.8	0.21646
1515.2	0.216067
1515.6	0.215404
1516	0.214813
1516.4	0.214294
1516.8	0.2138
1517.2	0.213381
1517.6	0.212947
1518	0.212835
1518.4	0.212121
1518.8	0.211975
1519.2	0.211606
1519.6	0.211001
1520	0.21083
1520.4	0.210293
1520.8	0.210048
1521.2	0.20991
1521.6	0.209585
1522	0.209198
1522.4	0.208824
1522.8	0.208518
1523.2	0.208506
1523.6	0.20799
1524	0.207955
1524.4	0.207667
1524.8	0.207306
1525.2	0.207386
1525.6	0.206833
1526	0.206823
1526.4	0.206564
1526.8	0.206306
1527.2	0.206418
1527.6	0.205968
1528	0.205997
1528.4	0.205775
1528.8	0.205504
1529.2	0.205559
1529.6	0.205237
1530	0.20502
1530.4	0.205218
1530.8	0.204761
1531.2	0.204808
1531.6	0.204632
1532	0.204366
1532.4	0.204463
1532.8	0.204071
1533.2	0.204033
1533.6	0.204187
1534	0.203817
1534.4	0.203916
1534.8	0.203832
1535.2	0.203702
1535.6	0.203561
1536	0.203472
1536.4	0.203357
1536.8	0.203342
1537.2	0.203281
1537.6	0.20317
1538	0.203176
1538.4	0.202836
1538.8	0.202902
1539.2	0.202405
1539.6	0.202501
1540	0.202616
1540.4	0.202514
1540.8	0.202411
1541.2	0.202429
1541.6	0.202232
1542	0.202082
1542.4	0.20213
1542.8	0.202067
1543.2	0.20195
1543.6	0.201851
1544	0.201922
1544.4	0.201702
1544.8	0.201551
1545.2	0.201527
1545.6	0.201688
1546	0.201565
1546.4	0.201474
1546.8	0.201447
1547.2	0.201313
1547.6	0.201363
1548	0.201282
1548.4	0.201251
1548.8	0.201201
1549.2	0.201072
1549.6	0.201002
1550	0.200954
1550.4	0.200997
1550.8	0.200856
1551.2	0.200751
1551.6	0.200654
1552	0.200779
1552.4	0.200491
1552.8	0.200603
1553.2	0.200662
1553.6	0.200603
1554	0.200616
1554.4	0.200506
1554.8	0.200186
1555.2	0.200246
1555.6	0.200542
1556	0.200412
1556.4	0.200198
1556.8	0.200188
1557.2	0.200028
1557.6	0.200012
1558	0.200043
1558.4	0.199997
1558.8	0.2
1559.2	0.199934
1559.6	0.19987
1560	0.19997
1560.4	0.20006
1560.8	0.200206
1561.2	0.200059
1561.6	0.19992
1562	0.2001
1562.4	0.199749
1562.8	0.199974
1563.2	0.199925
1563.6	0.199846
1564	0.199984
1564.4	0.199715
1564.8	0.199805
1565.2	0.199892
1565.6	0.199666
1566	0.19991
1566.4	0.199648
1566.8	0.199674
1567.2	0.199728
1567.6	0.199492
1568	0.199677
1568.4	0.199471
1568.8	0.19935
1569.2	0.199408
1569.6	0.199352
1570	0.199226
1570.4	0.199321
1570.8	0.199099
1571.2	0.199209
1571.6	0.199178
1572	0.198955
1572.4	0.199154
1572.8	0.198908
1573.2	0.198845
1573.6	0.198981
1574	0.198704
1574.4	0.198903
1574.8	0.198632
1575.2	0.198582
1575.6	0.198765
1576	0.198428
1576.4	0.198581
1576.8	0.198582
1577.2	0.198461
1577.6	0.198612
1578	0.198393
1578.4	0.198075
1578.8	0.198275
1579.2	0.198279
1579.6	0.198157
1580	0.197961
1580.4	0.198076
1580.8	0.198102
1581.2	0.198027
1581.6	0.198129
1582	0.198074
1582.4	0.19765
1582.8	0.197646
1583.2	0.197926
1583.6	0.197759
1584	0.197779
1584.4	0.197691
1584.8	0.197444
1585.2	0.197405
1585.6	0.197323
1586	0.197328
1586.4	0.197461
1586.8	0.19753
1587.2	0.197372
1587.6	0.197175
1588	0.197395
1588.4	0.197156
1588.8	0.197172
1589.2	0.198674
1589.6	0.197762
1590	0.197251
1590.4	0.197192
1590.8	0.196944
1591.2	0.197299
1591.6	0.196957
1592	0.19702
1592.4	0.19672
1592.8	0.196707
1593.2	0.196948
1593.6	0.196644
1594	0.1967
1594.4	0.196715
1594.8	0.196551
1595.2	0.196854
1595.6	0.196588
1596	0.19669
1596.4	0.196772
1596.8	0.196476
1597.2	0.196748
1597.6	0.196402
1598	0.19648
1598.4	0.196486
1598.8	0.196309
1599.2	0.196491
1599.6	0.196256
1600	0.196194
1600.4	0.196362
1600.8	0.196115
1601.2	0.196246
1601.6	0.196112
1602	0.196189
1602.4	0.196374
1602.8	0.19613
1603.2	0.195964
1603.6	0.196094
1604	0.196249
1604.4	0.196245
1604.8	0.195916
1605.2	0.195843
1605.6	0.195772
1606	0.195726
1606.4	0.195795
1606.8	0.195709
1607.2	0.195736
1607.6	0.195715
1608	0.195849
1608.4	0.195744
1608.8	0.195803
1609.2	0.195825
1609.6	0.195962
1610	0.195897
1610.4	0.195748
1610.8	0.195536
1611.2	0.195646
1611.6	0.195711
1612	0.195648
1612.4	0.1957
1612.8	0.1955
1613.2	0.19563
1613.6	0.19536
1614	0.195629
1614.4	0.195518
1614.8	0.195532
1615.2	0.195464
1615.6	0.195515
1616	0.195443
1616.4	0.195521
1616.8	0.195295
1617.2	0.195381
1617.6	0.195427
1618	0.195235
1618.4	0.195515
1618.8	0.195284
1619.2	0.19545
1619.6	0.195269
1620	0.195262
1620.4	0.195101
1620.8	0.195374
1621.2	0.195228
1621.6	0.195387
1622	0.195187
1622.4	0.195313
1622.8	0.19524
1623.2	0.195348
1623.6	0.195202
1624	0.195168
1624.4	0.195233
1624.8	0.195106
1625.2	0.195173
1625.6	0.195222
1626	0.194939
1626.4	0.194875
1626.8	0.195192
1627.2	0.195144
1627.6	0.194725
1628	0.194796
1628.4	0.19504
1628.8	0.194874
1629.2	0.194885
1629.6	0.194774
1630	0.194699
1630.4	0.194853
1630.8	0.194731
1631.2	0.194638
1631.6	0.194834
1632	0.194611
1632.4	0.194715
1632.8	0.194686
1633.2	0.194737
1633.6	0.194806
1634	0.194559
1634.4	0.194753
1634.8	0.19465
1635.2	0.194529
1635.6	0.194829
1636	0.194481
1636.4	0.194653
1636.8	0.194597
1637.2	0.194431
1637.6	0.194692
1638	0.194276
1638.4	0.194446
1638.8	0.194693
1639.2	0.194377
1639.6	0.194516
1640	0.194486
1640.4	0.194328
1640.8	0.194562
1641.2	0.194277
1641.6	0.194228
1642	0.194522
1642.4	0.194135
1642.8	0.194313
1643.2	0.194315
1643.6	0.194079
1644	0.194184
1644.4	0.194196
1644.8	0.194327
1645.2	0.194353
1645.6	0.194344
1646	0.194035
1646.4	0.193873
1646.8	0.194152
1647.2	0.194252
1647.6	0.194247
1648	0.193987
1648.4	0.193947
1648.8	0.193792
1649.2	0.193958
1649.6	0.19374
1650	0.194084
1650.4	0.194131
1650.8	0.193961
1651.2	0.193946
1651.6	0.193886
1652	0.193958
1652.4	0.193997
1652.8	0.193979
1653.2	0.19397
1653.6	0.193947
1654	0.193924
1654.4	0.193917
1654.8	0.193805
1655.2	0.193847
1655.6	0.193791
1656	0.193872
1656.4	0.19379
1656.8	0.193908
1657.2	0.193761
1657.6	0.193793
1658	0.19377
1658.4	0.193781
1658.8	0.193732
1659.2	0.193744
1659.6	0.19361
1660	0.19373
1660.4	0.193729
1660.8	0.193538
1661.2	0.193584
1661.6	0.193537
1662	0.193611
1662.4	0.193423
1662.8	0.193262
1663.2	0.193311
1663.6	0.193255
1664	0.193274
1664.4	0.1933
1664.8	0.193539
1665.2	0.193498
1665.6	0.193151
1666	0.193221
1666.4	0.193324
1666.8	0.193401
1667.2	0.193147
1667.6	0.1934
1668	0.193128
1668.4	0.193283
1668.8	0.193468
1669.2	0.193188
1669.6	0.19344
1670	0.193217
1670.4	0.19329
1670.8	0.193359
1671.2	0.193153
1671.6	0.193391
1672	0.193159
1672.4	0.193231
1672.8	0.19331
1673.2	0.193084
1673.6	0.193371
1674	0.193235
1674.4	0.19322
1674.8	0.193357
1675.2	0.19315
1675.6	0.19333
1676	0.193292
1676.4	0.193119
1676.8	0.193375
1677.2	0.193195
1677.6	0.193262
1678	0.193352
1678.4	0.193129
1678.8	0.193378
1679.2	0.193161
1679.6	0.193092
1680	0.193169
1680.4	0.193143
1680.8	0.193373
1681.2	0.193351
1681.6	0.193336
1682	0.19331
1682.4	0.193001
1682.8	0.192925
1683.2	0.192868
1683.6	0.192843
1684	0.193165
1684.4	0.193224
1684.8	0.193178
1685.2	0.193166
1685.6	0.193161
1686	0.193121
1686.4	0.193111
1686.8	0.193047
1687.2	0.193006
1687.6	0.192583
1688	0.192986
1688.4	0.192797
1688.8	0.192829
1689.2	0.192769
1689.6	0.192677
1690	0.1927
1690.4	0.192655
1690.8	0.192599
1691.2	0.192564
1691.6	0.19269
1692	0.192535
1692.4	0.192501
1692.8	0.192264
1693.2	0.192199
1693.6	0.192314
1694	0.19242
1694.4	0.192345
1694.8	0.19226
1695.2	0.19218
1695.6	0.19208
1696	0.192036
1696.4	0.191877
1696.8	0.191868
1697.2	0.191761
1697.6	0.191716
1698	0.191683
1698.4	0.191599
1698.8	0.191512
1699.2	0.191434
1699.6	0.191326
1700	0.191218
1700.4	0.191026
1700.8	0.190943
1701.2	0.19085
1701.6	0.190723
1702	0.19066
1702.4	0.190544
1702.8	0.190464
1703.2	0.190304
1703.6	0.190233
1704	0.190115
1704.4	0.189969
1704.8	0.189839
1705.2	0.189702
1705.6	0.189559
1706	0.18937
1706.4	0.189247
1706.8	0.189077
1707.2	0.188934
1707.6	0.188783
1708	0.188626
1708.4	0.188437
1708.8	0.188285
1709.2	0.188071
1709.6	0.18793
1710	0.187723
1710.4	0.187535
1710.8	0.187323
1711.2	0.187204
1711.6	0.187009
1712	0.186843
1712.4	0.186699
1712.8	0.186532
1713.2	0.186311
1713.6	0.186114
1714	0.185911
1714.4	0.185685
1714.8	0.185446
1715.2	0.185232
1715.6	0.184996
1716	0.184772
1716.4	0.184506
1716.8	0.184295
1717.2	0.184078
1717.6	0.183863
1718	0.183539
1718.4	0.183266
1718.8	0.183073
1719.2	0.182789
1719.6	0.182599
1720	0.18235
1720.4	0.18207
1720.8	0.181662
1721.2	0.181617
1721.6	0.181386
1722	0.181154
1722.4	0.180966
1722.8	0.180558
1723.2	0.180255
1723.6	0.179981
1724	0.179724
1724.4	0.179411
1724.8	0.17914
1725.2	0.178844
1725.6	0.178603
1726	0.178321
1726.4	0.178008
1726.8	0.177699
1727.2	0.17743
1727.6	0.177128
1728	0.176839
1728.4	0.17654
1728.8	0.176234
1729.2	0.175926
1729.6	0.175634
1730	0.175318
1730.4	0.175078
1730.8	0.174833
1731.2	0.174504
1731.6	0.174251
1732	0.173835
1732.4	0.173613
1732.8	0.173306
1733.2	0.172977
1733.6	0.172688
1734	0.172359
1734.4	0.172043
1734.8	0.171716
1735.2	0.171453
1735.6	0.17113
1736	0.170836
1736.4	0.170493
1736.8	0.170201
1737.2	0.16992
1737.6	0.169646
1738	0.169356
1738.4	0.169065
1738.8	0.168745
1739.2	0.168449
1739.6	0.168198
1740	0.167972
1740.4	0.167686
1740.8	0.167407
1741.2	0.167092
1741.6	0.16681
1742	0.16651
1742.4	0.166198
1742.8	0.165911
1743.2	0.165619
1743.6	0.165233
1744	0.165064
1744.4	0.164773
1744.8	0.16448
1745.2	0.164189
1745.6	0.163929
1746	0.16365
1746.4	0.16338
1746.8	0.163098
1747.2	0.162844
1747.6	0.162585
1748	0.162321
1748.4	0.162019
1748.8	0.161705
1749.2	0.161643
1749.6	0.161428
1750	0.161164
1750.4	0.160912
1750.8	0.160674
1751.2	0.16041
1751.6	0.16017
1752	0.159928
1752.4	0.159681
1752.8	0.159447
1753.2	0.15921
1753.6	0.158997
1754	0.158745
1754.4	0.158507
1754.8	0.158269
1755.2	0.158052
1755.6	0.157834
1756	0.157623
1756.4	0.157393
1756.8	0.157193
1757.2	0.156963
1757.6	0.156767
1758	0.156585
1758.4	0.156405
1758.8	0.156242
1759.2	0.156036
1759.6	0.15582
1760	0.155617
1760.4	0.15542
1760.8	0.155212
1761.2	0.155
1761.6	0.154807
1762	0.154601
1762.4	0.15443
1762.8	0.154258
1763.2	0.15404
1763.6	0.153853
1764	0.153688
1764.4	0.153483
1764.8	0.153318
1765.2	0.153121
1765.6	0.152969
1766	0.15277
1766.4	0.152606
1766.8	0.152426
1767.2	0.15229
1767.6	0.152163
1768	0.152016
1768.4	0.151863
1768.8	0.151707
1769.2	0.151529
1769.6	0.151366
1770	0.151219
1770.4	0.15104
1770.8	0.15089
1771.2	0.150724
1771.6	0.150595
1772	0.150468
1772.4	0.1503
1772.8	0.150141
1773.2	0.149992
1773.6	0.149861
1774	0.149695
1774.4	0.149551
1774.8	0.149404
1775.2	0.149294
1775.6	0.149147
1776	0.149024
1776.4	0.148901
1776.8	0.148812
1777.2	0.148706
1777.6	0.148614
1778	0.148459
1778.4	0.14833
1778.8	0.148212
1779.2	0.148078
1779.6	0.147951
1780	0.147827
1780.4	0.147682
1780.8	0.147583
1781.2	0.147466
1781.6	0.147354
1782	0.147221
1782.4	0.147111
1782.8	0.147
1783.2	0.146881
1783.6	0.146776
1784	0.146652
1784.4	0.146533
1784.8	0.146443
1785.2	0.146324
1785.6	0.146224
1786	0.146162
1786.4	0.146076
1786.8	0.145968
1787.2	0.145881
1787.6	0.145769
1788	0.145669
1788.4	0.145558
1788.8	0.145465
1789.2	0.145343
1789.6	0.145265
1790	0.145156
1790.4	0.145076
1790.8	0.144954
1791.2	0.144862
1791.6	0.144773
1792	0.144688
1792.4	0.144592
1792.8	0.144502
1793.2	0.144413
1793.6	0.144327
1794	0.144258
1794.4	0.144173
1794.8	0.144063
1795.2	0.144037
1795.6	0.14398
1796	0.143913
1796.4	0.143781
1796.8	0.14371
1797.2	0.143615
1797.6	0.143554
1798	0.143469
1798.4	0.143378
1798.8	0.143314
1799.2	0.14323
1799.6	0.143166
1800	0.143088
1800.4	0.143008
1800.8	0.142924
1801.2	0.142847
1801.6	0.142753
1802	0.142712
1802.4	0.142615
1802.8	0.142551
1803.2	0.142479
1803.6	0.142403
1804	0.142347
1804.4	0.142275
1804.8	0.142244
1805.2	0.142188
1805.6	0.142123
1806	0.14204
1806.4	0.141968
1806.8	0.141892
1807.2	0.141832
1807.6	0.141766
1808	0.141708
1808.4	0.141634
1808.8	0.141586
1809.2	0.141534
1809.6	0.141459
1810	0.141497
1810.4	0.141329
1810.8	0.141284
1811.2	0.141199
1811.6	0.141144
1812	0.141101
1812.4	0.141015
1812.8	0.140987
1813.2	0.14093
1813.6	0.140928
1814	0.140875
1814.4	0.140827
1814.8	0.14079
1815.2	0.14073
1815.6	0.140653
1816	0.140621
1816.4	0.140565
1816.8	0.140455
1817.2	0.140471
1817.6	0.140431
1818	0.140371
1818.4	0.140376
1818.8	0.140385
1819.2	0.14022
1819.6	0.14018
1820	0.140138
1820.4	0.140087
1820.8	0.140069
1821.2	0.139938
1821.6	0.139939
1822	0.139875
1822.4	0.1399
1822.8	0.139758
1823.2	0.139578
1823.6	0.139653
1824	0.139649
1824.4	0.139531
1824.8	0.139599
1825.2	0.139521
1825.6	0.139491
1826	0.139398
1826.4	0.139453
1826.8	0.139375
1827.2	0.139396
1827.6	0.139372
1828	0.139325
1828.4	0.139269
1828.8	0.139231
1829.2	0.139196
1829.6	0.139157
1830	0.139117
1830.4	0.139064
1830.8	0.139046
1831.2	0.138971
1831.6	0.138959
1832	0.138926
1832.4	0.138945
1832.8	0.138917
1833.2	0.138886
1833.6	0.138844
1834	0.138825
1834.4	0.138776
1834.8	0.138733
1835.2	0.138674
1835.6	0.138682
1836	0.138629
1836.4	0.138611
1836.8	0.138554
1837.2	0.138544
1837.6	0.138528
1838	0.138486
1838.4	0.138437
1838.8	0.138427
1839.2	0.138362
1839.6	0.138375
1840	0.138344
1840.4	0.138317
1840.8	0.138291
1841.2	0.138272
1841.6	0.138261
1842	0.138238
1842.4	0.13819
1842.8	0.138176
1843.2	0.138145
1843.6	0.138129
1844	0.138037
1844.4	0.138003
1844.8	0.138009
1845.2	0.137966
1845.6	0.138015
1846	0.13796
1846.4	0.137915
1846.8	0.137853
1847.2	0.137792
1847.6	0.137808
1848	0.137753
1848.4	0.137741
1848.8	0.137513
1849.2	0.137594
1849.6	0.137617
1850	0.137556
1850.4	0.137632
1850.8	0.137632
1851.2	0.137607
1851.6	0.137609
1852	0.13761
1852.4	0.137566
